,typeofaction,sourceid,destinationid,amountofmoney,date,isfraud,typeoffraud
226,cash-in,82688,48186,292038,2019-06-05 13:29:00,1,type1
227,cash-in,82688,6015,292038,2019-06-30 14:10:00,1,type1
228,cash-in,82688,34921,292038,2019-04-11 12:49:00,1,type1
229,cash-in,82688,28976,292038,2019-04-29 08:30:00,1,type1
230,cash-in,82688,16779,292038,2019-06-09 11:07:00,1,type1
231,cash-in,82688,88240,292038,2019-02-28 09:05:00,1,type1
232,cash-in,82688,4870,292038,2019-04-09 15:22:00,1,type1
233,cash-in,82688,32981,292038,2019-07-14 14:36:00,1,type1
234,cash-in,82688,75676,292038,2019-03-29 08:30:00,1,type1
235,cash-in,82688,69388,292038,2019-04-08 12:36:00,1,type1
236,cash-in,82688,97318,292038,2019-04-11 11:33:00,1,type1
237,cash-in,82688,42411,292039,2019-04-04 10:15:00,1,type1
238,cash-in,82688,13222,292039,2019-06-08 08:56:00,1,type1
239,cash-in,82688,99496,292039,2019-04-30 14:52:00,1,type1
240,cash-in,82688,1932,292039,2019-03-25 13:28:00,1,type1
241,cash-in,30965,80135,398394,2019-03-27 11:40:00,1,type1
242,cash-in,30965,88488,398394,2019-06-06 09:03:00,1,type1
243,cash-in,30965,57075,398394,2019-06-15 11:46:00,1,type1
244,cash-in,30965,40167,398394,2019-03-26 11:36:00,1,type1
245,cash-in,30965,24981,398394,2019-02-24 13:54:00,1,type1
246,cash-in,30965,57149,398394,2019-06-01 10:16:00,1,type1
247,cash-in,30965,14030,398394,2019-05-28 14:26:00,1,type1
248,cash-in,30965,45553,398394,2019-06-18 11:01:00,1,type1
249,cash-in,30965,80750,398394,2019-05-09 11:35:00,1,type1
250,cash-in,30965,49600,398394,2019-05-26 12:00:00,1,type1
251,cash-in,30965,93262,398394,2019-04-06 11:52:00,1,type1
252,cash-in,30965,25307,398394,2019-04-14 12:31:00,1,type1
253,cash-in,30965,63112,398394,2019-04-23 12:41:00,1,type1
254,cash-in,30965,14080,398394,2019-04-19 13:14:00,1,type1
255,cash-in,30965,95733,398394,2019-06-02 12:03:00,1,type1
256,cash-in,30965,63228,398394,2019-05-01 14:14:00,1,type1
257,cash-in,30965,4845,398394,2019-07-07 08:14:00,1,type1
258,cash-in,30965,45785,398395,2019-07-02 09:50:00,1,type1
259,cash-in,30965,74470,398395,2019-07-05 10:15:00,1,type1
260,cash-in,30965,32822,398395,2019-06-20 13:29:00,1,type1
261,cash-in,30965,23309,398395,2019-03-10 15:42:00,1,type1
262,cash-in,72032,68884,391866,2019-06-16 13:47:00,1,type1
263,cash-in,72032,35234,391866,2019-04-30 10:05:00,1,type1
264,cash-in,72032,44712,391866,2019-05-01 08:56:00,1,type1
265,cash-in,72032,21863,391867,2019-06-12 14:25:00,1,type1
266,cash-in,72032,30284,391867,2019-04-14 12:17:00,1,type1
267,cash-in,72032,68776,391867,2019-04-20 10:38:00,1,type1
268,cash-in,72032,77528,391867,2019-06-19 15:56:00,1,type1
269,cash-in,72032,13268,391867,2019-07-20 13:12:00,1,type1
270,cash-in,72032,12595,391867,2019-04-07 11:56:00,1,type1
271,cash-in,72032,27847,391867,2019-06-11 09:38:00,1,type1
272,cash-in,72032,15477,391867,2019-03-23 10:22:00,1,type1
273,cash-in,72032,57885,391867,2019-02-23 09:56:00,1,type1
274,cash-in,72032,76683,391867,2019-02-24 10:40:00,1,type1
275,cash-in,72032,45427,391867,2019-03-05 13:32:00,1,type1
276,cash-in,72032,92818,391867,2019-02-22 11:21:00,1,type1
277,cash-in,72032,49478,391867,2019-06-13 14:46:00,1,type1
278,cash-in,72032,67354,391867,2019-05-13 15:16:00,1,type1
279,cash-in,72032,44038,391867,2019-03-20 08:23:00,1,type1
280,cash-in,72032,31247,391867,2019-05-18 15:35:00,1,type1
281,cash-in,72032,82095,391867,2019-06-25 10:49:00,1,type1
282,cash-in,72032,63396,391867,2019-05-08 09:22:00,1,type1
283,cash-in,24041,96977,322413,2019-03-03 12:37:00,1,type1
284,cash-in,24041,33426,322413,2019-04-02 08:53:00,1,type1
285,cash-in,24041,46541,322413,2019-07-10 13:44:00,1,type1
286,cash-in,24041,23893,322413,2019-04-28 13:26:00,1,type1
287,cash-in,24041,86853,322413,2019-04-05 12:11:00,1,type1
288,cash-in,24041,45493,322413,2019-02-25 08:14:00,1,type1
289,cash-in,24041,33601,322413,2019-03-09 11:02:00,1,type1
290,cash-in,24041,16524,322413,2019-04-30 08:56:00,1,type1
291,cash-in,24041,56913,322413,2019-04-21 08:02:00,1,type1
292,cash-in,24041,36891,322413,2019-04-04 10:36:00,1,type1
293,cash-in,24041,18626,322413,2019-06-16 12:39:00,1,type1
294,cash-in,24041,1666,322413,2019-04-18 09:55:00,1,type1
295,cash-in,24041,34756,322413,2019-06-25 11:31:00,1,type1
296,cash-in,24041,66669,322413,2019-03-30 10:14:00,1,type1
297,cash-in,24041,55422,322413,2019-07-13 08:32:00,1,type1
298,cash-in,24041,39060,322413,2019-02-26 14:51:00,1,type1
299,cash-in,24041,88176,322413,2019-06-06 10:39:00,1,type1
300,cash-in,24041,21197,322413,2019-05-20 10:43:00,1,type1
301,cash-in,24041,92217,322414,2019-04-08 08:26:00,1,type1
302,cash-in,24041,39661,322414,2019-05-23 09:37:00,1,type1
303,cash-in,24041,56984,322414,2019-03-20 08:02:00,1,type1
304,cash-in,24041,9570,322414,2019-03-10 11:16:00,1,type1
305,cash-in,24041,49937,322414,2019-04-11 09:23:00,1,type1
306,cash-in,82410,59581,713808,2019-05-25 11:41:00,1,type1
307,cash-in,82410,21955,713809,2019-03-05 11:52:00,1,type1
308,cash-in,82410,15915,713809,2019-06-17 11:46:00,1,type1
309,cash-in,82410,94012,713809,2019-07-05 12:23:00,1,type1
310,cash-in,82410,25362,713809,2019-06-10 10:57:00,1,type1
311,cash-in,82410,27412,713809,2019-04-15 15:30:00,1,type1
312,cash-in,82410,79849,713809,2019-04-20 13:09:00,1,type1
313,cash-in,82410,26063,713809,2019-05-05 08:32:00,1,type1
314,cash-in,82410,77984,713809,2019-05-04 10:08:00,1,type1
315,cash-in,82410,41940,713809,2019-02-27 14:20:00,1,type1
316,cash-in,82410,88645,713809,2019-03-18 10:03:00,1,type1
317,cash-in,82410,87881,713809,2019-02-23 14:43:00,1,type1
318,cash-in,24441,12242,2954186,2019-07-15 14:39:00,1,type1
319,cash-in,24441,23236,2954186,2019-03-31 09:19:00,1,type1
320,cash-in,24441,94201,2954186,2019-04-20 15:25:00,1,type1
321,cash-in,43439,91672,502828,2019-05-12 08:49:00,1,type1
322,cash-in,43439,36605,502828,2019-07-05 13:05:00,1,type1
323,cash-in,43439,82179,502828,2019-03-13 13:56:00,1,type1
324,cash-in,43439,12117,502828,2019-07-05 15:19:00,1,type1
325,cash-in,43439,53631,502828,2019-06-17 13:58:00,1,type1
326,cash-in,43439,48679,502828,2019-07-06 14:15:00,1,type1
327,cash-in,43439,13115,502828,2019-02-27 08:18:00,1,type1
328,cash-in,43439,63955,502828,2019-03-14 08:13:00,1,type1
329,cash-in,43439,16638,502828,2019-04-02 08:35:00,1,type1
330,cash-in,43439,46827,502828,2019-05-20 11:02:00,1,type1
331,cash-in,43439,46060,502828,2019-06-16 11:05:00,1,type1
332,cash-in,43439,60266,502828,2019-03-11 10:29:00,1,type1
333,cash-in,43439,5029,502828,2019-03-05 09:32:00,1,type1
334,cash-in,43439,62290,502828,2019-07-13 10:57:00,1,type1
335,cash-in,43439,89414,502828,2019-04-08 15:25:00,1,type1
336,cash-in,43439,94137,502828,2019-04-04 15:36:00,1,type1
337,cash-in,43439,58551,502828,2019-03-28 11:29:00,1,type1
338,cash-in,43439,71167,502828,2019-07-20 08:52:00,1,type1
339,cash-in,69208,42692,372321,2019-07-05 14:17:00,1,type1
340,cash-in,69208,54010,372321,2019-06-12 08:40:00,1,type1
341,cash-in,69208,44409,372321,2019-03-21 11:36:00,1,type1
342,cash-in,69208,94632,372321,2019-04-28 15:59:00,1,type1
343,cash-in,69208,51747,372321,2019-04-20 09:29:00,1,type1
344,cash-in,69208,21453,372321,2019-07-02 12:59:00,1,type1
345,cash-in,69208,42627,372321,2019-04-01 08:20:00,1,type1
346,cash-in,69208,97637,372321,2019-03-03 09:51:00,1,type1
347,cash-in,69208,66062,372321,2019-03-15 09:08:00,1,type1
348,cash-in,69208,71259,372321,2019-05-02 11:48:00,1,type1
349,cash-in,69208,55007,372321,2019-03-11 12:28:00,1,type1
350,cash-in,69208,62050,372321,2019-07-02 09:01:00,1,type1
351,cash-in,69208,23494,372321,2019-02-21 15:02:00,1,type1
352,cash-in,69208,38720,372321,2019-05-30 08:05:00,1,type1
353,cash-in,69208,24349,372321,2019-04-14 15:30:00,1,type1
354,cash-in,69208,7654,372321,2019-06-03 11:52:00,1,type1
355,cash-in,69208,85699,372321,2019-07-20 09:32:00,1,type1
356,cash-in,69208,98036,372321,2019-03-13 09:26:00,1,type1
357,cash-in,69208,32455,372321,2019-02-26 13:00:00,1,type1
358,cash-in,69208,91032,372321,2019-06-28 11:23:00,1,type1
359,cash-in,69208,6897,372321,2019-05-11 08:11:00,1,type1
360,cash-in,69208,51077,372321,2019-06-12 13:48:00,1,type1
361,cash-in,69208,13633,372321,2019-07-05 10:44:00,1,type1
362,cash-in,69208,48273,372322,2019-06-16 08:31:00,1,type1
363,cash-in,71475,10234,1002226,2019-03-09 14:44:00,1,type1
364,cash-in,71475,75572,1002226,2019-04-26 08:32:00,1,type1
365,cash-in,71475,50788,1002226,2019-04-04 14:20:00,1,type1
366,cash-in,71475,8847,1002226,2019-05-03 11:51:00,1,type1
367,cash-in,71475,34483,1002227,2019-05-15 13:29:00,1,type1
368,cash-in,71475,72492,1002227,2019-02-22 15:30:00,1,type1
369,cash-in,71475,54332,1002227,2019-04-29 08:22:00,1,type1
370,cash-in,75076,30252,420044,2019-03-28 12:37:00,1,type1
371,cash-in,75076,50080,420044,2019-05-02 14:27:00,1,type1
372,cash-in,75076,98057,420044,2019-07-11 09:29:00,1,type1
373,cash-in,75076,30180,420044,2019-07-17 15:43:00,1,type1
374,cash-in,75076,92527,420044,2019-03-25 10:47:00,1,type1
375,cash-in,75076,24618,420044,2019-07-09 13:48:00,1,type1
376,cash-in,75076,6644,420044,2019-06-09 11:51:00,1,type1
377,cash-in,75076,24841,420044,2019-07-16 10:33:00,1,type1
378,cash-in,75076,20067,420044,2019-04-13 14:49:00,1,type1
379,cash-in,75076,6646,420044,2019-05-20 15:04:00,1,type1
380,cash-in,75076,90581,420044,2019-05-18 14:48:00,1,type1
381,cash-in,75076,50112,420044,2019-05-23 08:02:00,1,type1
382,cash-in,75076,75668,420044,2019-05-12 12:47:00,1,type1
383,cash-in,75076,66439,420044,2019-04-18 14:58:00,1,type1
384,cash-in,75076,16595,420044,2019-07-06 08:43:00,1,type1
385,cash-in,75076,71373,420045,2019-03-19 08:35:00,1,type1
386,cash-in,75076,49051,420045,2019-04-30 10:53:00,1,type1
387,cash-in,75076,34544,420045,2019-02-21 08:23:00,1,type1
388,cash-in,75076,1512,420045,2019-07-07 15:39:00,1,type1
389,cash-in,82930,82726,779884,2019-04-01 12:23:00,1,type1
390,cash-in,82930,72794,779884,2019-03-22 14:42:00,1,type1
391,cash-in,82930,43090,779884,2019-05-16 12:35:00,1,type1
392,cash-in,82930,16422,779884,2019-05-15 15:58:00,1,type1
393,cash-in,82930,85116,779884,2019-04-08 12:03:00,1,type1
394,cash-in,82930,83961,779884,2019-03-26 13:41:00,1,type1
395,cash-in,82930,29156,779884,2019-03-05 10:46:00,1,type1
396,cash-in,82930,89577,779884,2019-07-12 10:17:00,1,type1
397,cash-in,82930,45031,779884,2019-03-12 08:45:00,1,type1
398,cash-in,82930,67096,779885,2019-06-23 12:50:00,1,type1
399,cash-in,13919,53522,323248,2019-07-13 15:41:00,1,type1
400,cash-in,13919,61430,323248,2019-07-01 12:48:00,1,type1
401,cash-in,13919,33512,323248,2019-07-05 13:33:00,1,type1
402,cash-in,13919,45513,323248,2019-05-18 14:37:00,1,type1
403,cash-in,13919,90767,323248,2019-04-28 08:49:00,1,type1
404,cash-in,13919,11846,323248,2019-04-06 08:44:00,1,type1
405,cash-in,13919,25667,323248,2019-07-14 09:30:00,1,type1
406,cash-in,13919,27636,323248,2019-05-03 08:56:00,1,type1
407,cash-in,13919,63975,323248,2019-05-25 10:16:00,1,type1
408,cash-in,13919,50139,323248,2019-05-22 08:25:00,1,type1
